match_id,ball,city,batting_team,toss_decision,target,bowling_team,current_score,runs_left,balls_left,wickets_left,crr,rrr,result
552,1,Chandigarh,Kings XI Punjab,bat,172,Mumbai Indians,98,75,41,7,7.443037974683544,10.975609756097562,0
371,6,Dharamsala,Kings XI Punjab,field,120,Chennai Super Kings,71,50,54,7,6.454545454545454,5.555555555555555,1
168,5,Durban,Kolkata Knight Riders,field,101,Rajasthan Royals,29,73,85,7,4.9714285714285715,5.152941176470589,1
476,6,Abu Dhabi,Kolkata Knight Riders,bat,152,Rajasthan Royals,30,123,90,9,6.0,8.2,0
11151,4,Mumbai,Chennai Super Kings,field,176,Mumbai Indians,35,142,92,8,7.5,9.26086956521739,0
135,1,Durban,Mumbai Indians,bat,119,Kings XI Punjab,53,67,53,6,4.746268656716418,7.584905660377358,0
606,6,Bangalore,Kolkata Knight Riders,field,185,Royal Challengers Bangalore,82,104,48,6,6.833333333333333,13.0,1
156,1,Centurion,Royal Challengers Bangalore,field,173,Kolkata Knight Riders,46,128,83,10,7.45945945945946,9.25301204819277,1
580,3,Bangalore,Sunrisers Hyderabad,field,227,Royal Challengers Bangalore,50,178,87,9,9.090909090909092,12.275862068965518,0
70,2,Bangalore,Rajasthan Royals,field,135,Royal Challengers Bangalore,84,52,46,8,6.8108108108108105,6.782608695652174,1
71,2,Chennai,Chennai Super Kings,bat,147,Kolkata Knight Riders,83,65,52,9,7.323529411764706,7.5,1
527,2,Kolkata,Kolkata Knight Riders,field,165,Chennai Super Kings,123,43,28,7,8.021739130434783,9.214285714285714,1
11,3,Kolkata,Kolkata Knight Riders,field,170,Kings XI Punjab,171,0,21,8,10.363636363636363,0.0,1
202,5,Chennai,Chennai Super Kings,bat,161,Royal Challengers Bangalore,69,93,73,9,8.808510638297872,7.6438356164383565,1
436,5,Chandigarh,Rajasthan Royals,field,145,Kings XI Punjab,27,119,91,9,5.586206896551724,7.846153846153846,1
542,5,Chennai,Kings XI Punjab,bat,192,Chennai Super Kings,55,138,67,7,6.226415094339623,12.35820895522388,0
499,2,Ranchi,Royal Challengers Bangalore,bat,138,Chennai Super Kings,33,106,76,9,4.5,8.368421052631579,1
7913,4,Hyderabad,Sunrisers Hyderabad,field,186,Chennai Super Kings,159,28,8,4,8.517857142857142,21.0,0
542,1,Chennai,Kings XI Punjab,bat,192,Chennai Super Kings,90,103,11,2,4.954128440366972,56.18181818181818,0
302,5,Bangalore,Royal Challengers Bangalore,field,128,Chennai Super Kings,115,14,19,8,6.8316831683168315,4.421052631578948,1
7913,1,Hyderabad,Sunrisers Hyderabad,field,186,Chennai Super Kings,72,115,59,7,7.081967213114754,11.694915254237289,0
217,4,Bangalore,Royal Challengers Bangalore,field,160,Kolkata Knight Riders,75,86,62,9,7.758620689655173,8.32258064516129,1
288,4,Jaipur,Royal Challengers Bangalore,field,146,Rajasthan Royals,133,14,26,9,8.48936170212766,3.230769230769231,1
206,3,Chennai,Rajasthan Royals,bat,246,Chennai Super Kings,165,82,33,8,11.379310344827585,14.909090909090908,0
549,2,Mumbai,Rajasthan Royals,field,187,Mumbai Indians,58,130,82,9,9.157894736842104,9.512195121951219,0
11326,5,Kolkata,Kolkata Knight Riders,field,219,Royal Challengers Bangalore,79,141,55,7,7.292307692307692,15.381818181818181,0
450,6,Dharamsala,Mumbai Indians,field,183,Kings XI Punjab,133,51,6,2,7.0,51.0,0
505,3,Chandigarh,Mumbai Indians,field,156,Kings XI Punjab,34,123,99,10,9.714285714285714,7.454545454545454,1
487,5,Ahmedabad,Rajasthan Royals,field,134,Sunrisers Hyderabad,91,44,13,2,5.102803738317757,20.307692307692307,0
391,7,Chandigarh,Chennai Super Kings,field,138,Kings XI Punjab,43,96,77,10,6.0,7.48051948051948,1
11328,4,Delhi,Delhi Capitals,field,168,Kings XI Punjab,167,2,8,5,8.946428571428571,1.5,1
106,4,Mumbai,Mumbai Indians,field,189,Kings XI Punjab,97,93,56,8,9.09375,9.964285714285714,0
7949,3,Pune,Chennai Super Kings,field,164,Kings XI Punjab,9,156,105,9,3.6,8.914285714285715,1
603,4,Hyderabad,Royal Challengers Bangalore,field,194,Sunrisers Hyderabad,101,94,44,7,7.973684210526316,12.818181818181818,0
273,1,Mumbai,Kings XI Punjab,field,159,Mumbai Indians,33,127,77,9,4.604651162790698,9.896103896103897,0
11137,1,Chennai,Chennai Super Kings,field,74,Royal Challengers Bangalore,17,58,83,9,2.7567567567567566,4.192771084337349,1
226,6,Bangalore,Royal Challengers Bangalore,field,191,Mumbai Indians,38,154,78,8,5.428571428571429,11.846153846153847,0
322,2,Kolkata,Kolkata Knight Riders,bat,131,Rajasthan Royals,20,112,100,10,6.0,6.72,1
397,6,Kolkata,Sunrisers Hyderabad,bat,180,Kolkata Knight Riders,29,152,96,10,7.25,9.5,0
116,3,Mumbai,Chennai Super Kings,bat,112,Kings XI Punjab,17,96,99,9,4.857142857142857,5.818181818181818,1
86,6,Mumbai,Mumbai Indians,field,103,Rajasthan Royals,21,83,96,10,5.25,5.1875,1
421,3,Mumbai,Kings XI Punjab,bat,174,Mumbai Indians,15,160,105,9,6.0,9.142857142857142,0
11320,2,Kolkata,Chennai Super Kings,field,170,Kolkata Knight Riders,36,135,94,9,8.307692307692308,8.617021276595745,1
139,4,Durban,Kings XI Punjab,bat,145,Royal Challengers Bangalore,53,93,74,10,6.913043478260869,7.54054054054054,0
11153,7,Bengaluru,Kolkata Knight Riders,field,210,Royal Challengers Bangalore,35,176,107,9,16.153846153846153,9.869158878504672,1
156,6,Centurion,Royal Challengers Bangalore,field,173,Kolkata Knight Riders,63,111,66,9,7.0,10.090909090909092,1
354,1,Chandigarh,Kings XI Punjab,bat,177,Rajasthan Royals,0,178,119,10,0.0,8.974789915966387,0
11334,6,Kolkata,Rajasthan Royals,field,185,Kolkata Knight Riders,113,73,36,5,8.071428571428571,12.166666666666666,1
306,5,Chennai,Mumbai Indians,field,185,Royal Challengers Bangalore,20,166,109,10,10.909090909090908,9.137614678899082,0
392,4,Bangalore,Royal Challengers Bangalore,field,154,Kolkata Knight Riders,83,72,56,8,7.78125,7.714285714285714,1
7947,2,Hyderabad,Kolkata Knight Riders,bat,183,Sunrisers Hyderabad,162,22,16,7,9.346153846153847,8.25,1
11346,3,Mohali,Kings XI Punjab,field,172,Chennai Super Kings,110,63,63,10,11.578947368421053,6.0,1
525,6,Bangalore,Sunrisers Hyderabad,field,166,Royal Challengers Bangalore,73,94,78,10,10.428571428571429,7.230769230769231,1
311,2,Jaipur,Kings XI Punjab,field,191,Rajasthan Royals,23,169,100,10,6.9,10.14,0
343,4,Chennai,Chennai Super Kings,bat,156,Kings XI Punjab,56,101,80,9,8.4,7.575,0
11343,3,Mohali,Kolkata Knight Riders,field,186,Kings XI Punjab,4,183,111,10,2.6666666666666665,9.891891891891891,1
397,5,Kolkata,Sunrisers Hyderabad,bat,180,Kolkata Knight Riders,103,78,31,7,6.943820224719101,15.096774193548388,0
7949,4,Pune,Chennai Super Kings,field,164,Kings XI Punjab,87,78,38,6,6.365853658536586,12.31578947368421,1
11346,2,Mohali,Kings XI Punjab,field,172,Chennai Super Kings,94,79,76,10,12.818181818181818,6.2368421052631575,1
343,1,Chennai,Chennai Super Kings,bat,156,Kings XI Punjab,35,122,95,10,8.4,7.705263157894737,0
340,7,Chandigarh,Mumbai Indians,bat,168,Kings XI Punjab,117,52,23,6,7.237113402061856,13.565217391304348,1
1,1,Hyderabad,Royal Challengers Bangalore,field,207,Sunrisers Hyderabad,156,52,17,4,9.087378640776699,18.352941176470587,0
420,5,Jaipur,Rajasthan Royals,field,171,Royal Challengers Bangalore,35,137,91,9,7.241379310344827,9.032967032967033,1
400,6,Chandigarh,Kolkata Knight Riders,field,157,Kings XI Punjab,116,42,30,7,7.733333333333333,8.4,0
522,6,Kolkata,Royal Challengers Bangalore,field,177,Kolkata Knight Riders,132,46,24,5,8.25,11.5,1
11346,7,Mohali,Kings XI Punjab,field,172,Chennai Super Kings,114,59,59,10,11.21311475409836,6.0,1
567,1,Mumbai,Kolkata Knight Riders,field,171,Mumbai Indians,160,12,5,3,8.347826086956522,14.4,0
538,5,Bangalore,Royal Challengers Bangalore,field,181,Chennai Super Kings,141,41,7,3,7.486725663716814,35.142857142857146,0
518,3,Kolkata,Kolkata Knight Riders,field,168,Mumbai Indians,4,165,111,10,2.6666666666666665,8.91891891891892,1
407,5,Bangalore,Royal Challengers Bangalore,field,117,Rajasthan Royals,67,51,61,7,6.813559322033898,5.016393442622951,1
11414,6,Visakhapatnam,Chennai Super Kings,field,155,Delhi Capitals,65,91,72,10,8.125,7.583333333333333,1
530,3,Mumbai,Chennai Super Kings,bat,183,Mumbai Indians,1,183,117,10,2.0,9.384615384615385,1
134,1,Durban,Royal Challengers Bangalore,bat,139,Kolkata Knight Riders,69,71,53,9,6.17910447761194,8.037735849056604,1
257,7,Mumbai,Chennai Super Kings,field,164,Mumbai Indians,22,143,101,10,6.947368421052632,8.495049504950495,0
416,3,Jaipur,Rajasthan Royals,bat,144,Sunrisers Hyderabad,47,98,63,9,4.947368421052632,9.333333333333334,1
7940,4,Mumbai,Rajasthan Royals,field,177,Mumbai Indians,59,119,86,9,10.411764705882353,8.30232558139535,1
515,5,Mumbai,Chennai Super Kings,field,173,Mumbai Indians,89,85,61,7,9.05084745762712,8.360655737704919,1
541,5,Mumbai,Sunrisers Hyderabad,bat,157,Mumbai Indians,73,85,61,7,7.423728813559322,8.360655737704919,0
344,5,Kolkata,Royal Challengers Bangalore,bat,190,Kolkata Knight Riders,87,104,31,6,5.865168539325842,20.129032258064516,0
499,2,Ranchi,Royal Challengers Bangalore,bat,138,Chennai Super Kings,16,123,94,9,3.6923076923076925,7.851063829787234,1
45,4,Bangalore,Kolkata Knight Riders,field,158,Royal Challengers Bangalore,133,26,56,8,12.46875,2.7857142857142856,1
476,5,Abu Dhabi,Kolkata Knight Riders,bat,152,Rajasthan Royals,30,123,91,9,6.206896551724138,8.10989010989011,0
425,2,Chennai,Kings XI Punjab,bat,186,Chennai Super Kings,13,174,112,10,9.75,9.321428571428571,0
560,6,Kolkata,Kolkata Knight Riders,bat,183,Kings XI Punjab,66,118,72,8,8.25,9.833333333333334,1
58,2,Bangalore,Mumbai Indians,field,107,Kolkata Knight Riders,39,69,82,7,6.157894736842105,5.048780487804878,1
410,6,Chennai,Chennai Super Kings,bat,185,Rajasthan Royals,45,141,90,9,9.0,9.4,1
127,5,Durban,Kings XI Punjab,bat,168,Royal Challengers Bangalore,18,151,103,10,6.352941176470588,8.79611650485437,1
307,1,Chennai,Royal Challengers Bangalore,bat,205,Chennai Super Kings,108,98,29,3,7.1208791208791204,20.275862068965516,0
453,5,Hyderabad,Sunrisers Hyderabad,bat,130,Kolkata Knight Riders,132,-1,7,5,7.008849557522124,-0.8571428571428571,1
168,1,Durban,Kolkata Knight Riders,field,101,Rajasthan Royals,10,92,107,8,4.615384615384615,5.158878504672897,1
563,1,Chennai,Rajasthan Royals,bat,157,Chennai Super Kings,6,152,107,10,2.769230769230769,8.523364485981308,0
182,2,Kolkata,Kolkata Knight Riders,bat,164,Chennai Super Kings,0,165,118,9,0.0,8.389830508474576,0
526,5,Ahmedabad,Rajasthan Royals,bat,164,Mumbai Indians,101,64,37,8,7.301204819277109,10.378378378378379,1
97,5,Chandigarh,Rajasthan Royals,field,221,Kings XI Punjab,96,126,49,7,8.112676056338028,15.428571428571429,0
325,1,Kolkata,Kolkata Knight Riders,field,134,Kings XI Punjab,55,80,77,8,7.674418604651163,6.233766233766234,0
457,3,Kolkata,Chennai Super Kings,bat,148,Mumbai Indians,42,107,69,4,4.9411764705882355,9.304347826086957,0
319,5,Mumbai,Rajasthan Royals,field,197,Mumbai Indians,98,100,49,7,8.28169014084507,12.244897959183673,0
7921,3,Jaipur,Rajasthan Royals,bat,152,Sunrisers Hyderabad,40,113,87,9,7.2727272727272725,7.793103448275862,0
547,3,Chennai,Kolkata Knight Riders,field,134,Chennai Super Kings,81,54,39,6,6.0,8.307692307692308,0
11347,3,Mumbai,Mumbai Indians,field,143,Kolkata Knight Riders,73,71,63,9,7.684210526315789,6.761904761904762,1
132,1,Port Elizabeth,Kolkata Knight Riders,bat,187,Mumbai Indians,18,170,101,8,5.684210526315789,10.099009900990099,0
307,5,Chennai,Royal Challengers Bangalore,bat,205,Chennai Super Kings,46,160,85,8,7.885714285714286,11.294117647058824,0
11328,2,Delhi,Delhi Capitals,field,168,Kings XI Punjab,138,31,28,7,9.0,6.642857142857143,1
7950,4,Mumbai,Chennai Super Kings,field,148,Sunrisers Hyderabad,132,17,8,2,7.071428571428571,12.75,1
474,3,Sharjah,Chennai Super Kings,bat,145,Sunrisers Hyderabad,11,135,111,10,7.333333333333333,7.297297297297297,1
435,5,Hyderabad,Sunrisers Hyderabad,field,223,Chennai Super Kings,27,197,97,9,7.043478260869565,12.185567010309278,0
11317,4,Kolkata,Delhi Capitals,field,183,Kolkata Knight Riders,114,70,44,8,9.0,9.545454545454545,1
549,2,Mumbai,Rajasthan Royals,field,187,Mumbai Indians,142,46,22,7,8.693877551020408,12.545454545454545,0
581,2,Kolkata,Mumbai Indians,field,187,Kolkata Knight Riders,0,188,118,10,0.0,9.559322033898304,1
11326,4,Kolkata,Kolkata Knight Riders,field,219,Royal Challengers Bangalore,150,70,26,6,9.574468085106384,16.153846153846153,0
7939,6,Pune,Chennai Super Kings,field,192,Sunrisers Hyderabad,83,110,66,10,9.222222222222221,10.0,1
71,7,Chennai,Chennai Super Kings,bat,147,Kolkata Knight Riders,18,130,101,10,5.684210526315789,7.7227722772277225,1
11322,1,Mumbai,Mumbai Indians,field,179,Royal Challengers Bangalore,120,60,41,7,9.113924050632912,8.78048780487805,1
513,4,Mumbai,Mumbai Indians,field,189,Rajasthan Royals,47,143,98,9,12.818181818181818,8.755102040816327,1
507,3,Ranchi,Sunrisers Hyderabad,field,185,Chennai Super Kings,31,155,105,10,12.4,8.857142857142858,1
488,4,Bangalore,Royal Challengers Bangalore,field,198,Kings XI Punjab,4,195,116,10,6.0,10.086206896551724,0
541,1,Mumbai,Sunrisers Hyderabad,bat,157,Mumbai Indians,64,94,71,8,7.836734693877551,7.943661971830986,0
499,4,Ranchi,Royal Challengers Bangalore,bat,138,Chennai Super Kings,10,129,110,10,6.0,7.036363636363636,1
479,5,Mumbai,Mumbai Indians,bat,168,Kings XI Punjab,6,163,115,9,7.2,8.504347826086956,1
74,5,Bangalore,Royal Challengers Bangalore,bat,178,Chennai Super Kings,13,166,103,10,4.588235294117647,9.669902912621358,0
187,6,Ahmedabad,Kolkata Knight Riders,bat,168,Rajasthan Royals,65,104,60,9,6.5,10.4,0
176,2,Mumbai,Rajasthan Royals,bat,212,Mumbai Indians,38,175,88,8,7.125,11.931818181818182,0
107,2,Chennai,Chennai Super Kings,bat,126,Royal Challengers Bangalore,103,24,16,4,5.9423076923076925,9.0,0
192,3,Bangalore,Chennai Super Kings,field,171,Royal Challengers Bangalore,71,101,51,7,6.173913043478261,11.882352941176471,0
1,1,Hyderabad,Royal Challengers Bangalore,field,207,Sunrisers Hyderabad,11,197,113,10,9.428571428571429,10.460176991150442,0
91,2,Chennai,Kings XI Punjab,field,181,Chennai Super Kings,32,150,88,8,6.0,10.227272727272727,0
11145,4,Mohali,Kings XI Punjab,field,187,Mumbai Indians,169,19,20,8,10.14,5.7,1
53,2,Kolkata,Kolkata Knight Riders,field,173,Mumbai Indians,158,16,10,3,8.618181818181819,9.6,0
319,3,Mumbai,Rajasthan Royals,field,197,Mumbai Indians,136,62,33,6,9.379310344827585,11.272727272727273,0
296,5,Dharamsala,Royal Challengers Bangalore,bat,232,Kings XI Punjab,121,112,19,1,7.188118811881188,35.36842105263158,0
486,6,Cuttack,Chennai Super Kings,field,231,Kings XI Punjab,159,73,12,6,8.833333333333334,36.5,0
118,5,Cape Town,Chennai Super Kings,field,165,Mumbai Indians,57,109,73,8,7.276595744680851,8.95890410958904,0
10,4,Mumbai,Mumbai Indians,field,158,Sunrisers Hyderabad,71,88,74,8,9.26086956521739,7.135135135135135,1
142,5,Port Elizabeth,Kings XI Punjab,bat,153,Kolkata Knight Riders,68,86,73,8,8.680851063829786,7.068493150684931,1
152,4,Kimberley,Chennai Super Kings,bat,140,Rajasthan Royals,35,106,86,9,6.176470588235294,7.395348837209302,1
303,1,Kolkata,Mumbai Indians,field,175,Kolkata Knight Riders,85,91,59,8,8.360655737704919,9.254237288135593,1
491,3,Cuttack,Kolkata Knight Riders,field,149,Kings XI Punjab,29,121,99,10,8.285714285714286,7.333333333333333,1
257,2,Mumbai,Chennai Super Kings,field,164,Mumbai Indians,101,64,46,6,8.18918918918919,8.347826086956522,0
7917,2,Bengaluru,Chennai Super Kings,field,213,Royal Challengers Bangalore,67,147,70,7,8.04,12.6,1
11314,1,Chennai,Chennai Super Kings,field,114,Kolkata Knight Riders,47,68,77,8,6.558139534883721,5.298701298701299,1
7939,2,Pune,Chennai Super Kings,field,192,Sunrisers Hyderabad,71,122,76,10,9.681818181818182,9.631578947368421,1
631,1,Kolkata,Sunrisers Hyderabad,field,171,Kolkata Knight Riders,29,143,95,9,6.96,9.031578947368422,0
557,7,Bangalore,Kings XI Punjab,field,226,Royal Challengers Bangalore,11,216,113,9,9.428571428571429,11.469026548672566,0
7918,1,Hyderabad,Kings XI Punjab,field,140,Sunrisers Hyderabad,80,61,41,7,6.075949367088608,8.926829268292684,0
7894,2,Mumbai,Chennai Super Kings,field,169,Mumbai Indians,11,159,112,10,8.25,8.517857142857142,1
398,5,Jaipur,Rajasthan Royals,field,124,Kings XI Punjab,118,7,13,6,6.616822429906542,3.230769230769231,1
11332,4,Chennai,Chennai Super Kings,field,179,Sunrisers Hyderabad,114,66,44,8,9.0,9.0,1
280,1,Bangalore,Kings XI Punjab,field,205,Royal Challengers Bangalore,0,206,119,9,0.0,10.38655462184874,0
589,5,Chandigarh,Kolkata Knight Riders,field,138,Kings XI Punjab,43,96,97,10,11.217391304347826,5.938144329896907,1
386,4,Chennai,Chennai Super Kings,bat,148,Mumbai Indians,23,126,98,9,6.2727272727272725,7.714285714285714,0
194,2,Mumbai,Mumbai Indians,field,180,Chennai Super Kings,120,61,40,7,9.0,9.15,1
371,4,Dharamsala,Kings XI Punjab,field,120,Chennai Super Kings,104,17,32,7,7.090909090909091,3.1875,1
407,3,Bangalore,Royal Challengers Bangalore,field,117,Rajasthan Royals,67,51,63,7,7.052631578947368,4.857142857142857,1
572,3,Hyderabad,Mumbai Indians,bat,113,Sunrisers Hyderabad,53,61,75,10,7.066666666666666,4.88,1
201,3,Mumbai,Mumbai Indians,field,163,Kings XI Punjab,10,154,111,10,6.666666666666667,8.324324324324325,1
397,2,Kolkata,Sunrisers Hyderabad,bat,180,Kolkata Knight Riders,107,74,28,7,6.978260869565218,15.857142857142858,0
11318,4,Mumbai,Rajasthan Royals,field,191,Mumbai Indians,106,86,56,9,9.9375,9.214285714285714,1
436,3,Chandigarh,Rajasthan Royals,field,145,Kings XI Punjab,94,52,45,8,7.52,6.933333333333334,1
464,1,Sharjah,Kings XI Punjab,field,191,Rajasthan Royals,7,185,107,9,3.230769230769231,10.373831775700934,1
11338,6,Kolkata,Mumbai Indians,field,241,Kolkata Knight Riders,42,200,84,8,7.0,14.285714285714286,0
11331,4,Jaipur,Delhi Capitals,field,196,Rajasthan Royals,77,120,68,9,8.884615384615385,10.588235294117647,1
7926,2,Kolkata,Kolkata Knight Riders,field,184,Chennai Super Kings,104,81,52,7,9.176470588235293,9.346153846153847,1
11319,2,Mohali,Royal Challengers Bangalore,field,180,Kings XI Punjab,158,23,10,8,8.618181818181819,13.8,1
503,3,Hyderabad,Sunrisers Hyderabad,bat,160,Royal Challengers Bangalore,58,103,75,10,7.733333333333333,8.24,1
386,3,Chennai,Chennai Super Kings,bat,148,Mumbai Indians,107,42,21,4,6.484848484848484,12.0,0
11151,2,Mumbai,Chennai Super Kings,field,176,Mumbai Indians,85,92,46,7,6.891891891891892,12.0,0
418,5,Chennai,Kolkata Knight Riders,field,200,Chennai Super Kings,125,76,31,7,8.426966292134832,14.709677419354838,0
405,1,Hyderabad,Sunrisers Hyderabad,bat,123,Kings XI Punjab,112,12,11,5,6.165137614678899,6.545454545454546,1
71,6,Chennai,Chennai Super Kings,bat,147,Kolkata Knight Riders,95,53,42,9,7.3076923076923075,7.571428571428571,1
334,2,Chennai,Chennai Super Kings,bat,146,Rajasthan Royals,120,27,16,7,6.923076923076923,10.125,1
360,2,Mumbai,Royal Challengers Bangalore,field,141,Mumbai Indians,78,64,52,9,6.882352941176471,7.384615384615385,1
564,1,Hyderabad,Kings XI Punjab,bat,185,Sunrisers Hyderabad,74,112,53,6,6.626865671641791,12.679245283018869,0
423,6,Hyderabad,Sunrisers Hyderabad,bat,129,Mumbai Indians,106,24,30,8,7.066666666666666,4.8,1
11413,4,Visakhapatnam,Delhi Capitals,field,171,Sunrisers Hyderabad,114,58,32,6,7.7727272727272725,10.875,1
536,1,Ahmedabad,Kings XI Punjab,field,191,Rajasthan Royals,85,107,53,7,7.611940298507463,12.11320754716981,1
400,1,Chandigarh,Kolkata Knight Riders,field,157,Kings XI Punjab,23,135,95,8,5.52,8.526315789473685,0
634,1,Delhi,Kolkata Knight Riders,field,162,Sunrisers Hyderabad,35,128,95,9,8.4,8.08421052631579,0
53,6,Kolkata,Kolkata Knight Riders,field,173,Mumbai Indians,80,94,72,6,10.0,7.833333333333333,0
476,4,Abu Dhabi,Kolkata Knight Riders,bat,152,Rajasthan Royals,88,65,38,7,6.439024390243903,10.263157894736842,0
7908,5,Jaipur,Kolkata Knight Riders,field,165,Rajasthan Royals,27,139,97,9,7.043478260869565,8.597938144329897,1
126,7,Cape Town,Kolkata Knight Riders,field,150,Rajasthan Royals,28,123,89,9,5.419354838709677,8.292134831460674,0
11143,4,Bengaluru,Royal Challengers Bangalore,field,197,Mumbai Indians,75,123,68,8,8.653846153846153,10.852941176470589,0
567,3,Mumbai,Kolkata Knight Riders,field,171,Mumbai Indians,93,79,51,7,8.08695652173913,9.294117647058824,0
11415,6,Hyderabad,Chennai Super Kings,bat,152,Mumbai Indians,62,91,72,9,7.75,7.583333333333333,0
7932,2,Hyderabad,Royal Challengers Bangalore,field,155,Sunrisers Hyderabad,10,146,112,10,7.5,7.821428571428571,0
194,6,Mumbai,Mumbai Indians,field,180,Chennai Super Kings,6,175,114,10,6.0,9.210526315789474,1
184,3,Bangalore,Royal Challengers Bangalore,field,92,Rajasthan Royals,54,39,87,10,9.818181818181818,2.689655172413793,1
542,2,Chennai,Kings XI Punjab,bat,192,Chennai Super Kings,91,102,10,2,4.963636363636364,61.2,0
413,3,Kolkata,Mumbai Indians,bat,159,Kolkata Knight Riders,31,129,87,9,5.636363636363637,8.89655172413793,1
396,5,Chennai,Chennai Super Kings,field,165,Royal Challengers Bangalore,44,122,73,8,5.617021276595745,10.027397260273972,1
101,5,Jaipur,Royal Challengers Bangalore,field,197,Rajasthan Royals,15,183,97,7,3.9130434782608696,11.31958762886598,0
11147,2,Hyderabad,Royal Challengers Bangalore,field,233,Sunrisers Hyderabad,84,150,40,4,6.3,22.5,0
429,3,Bangalore,Kings XI Punjab,field,174,Royal Challengers Bangalore,70,105,69,9,8.235294117647058,9.130434782608695,1
256,3,Chandigarh,Rajasthan Royals,field,195,Kings XI Punjab,12,184,111,10,8.0,9.945945945945946,0
7944,6,Bengaluru,Sunrisers Hyderabad,field,222,Royal Challengers Bangalore,74,149,66,8,8.222222222222221,13.545454545454545,0
273,1,Mumbai,Kings XI Punjab,field,159,Mumbai Indians,1,159,113,9,0.8571428571428571,8.442477876106194,0
542,1,Chennai,Kings XI Punjab,bat,192,Chennai Super Kings,57,136,59,5,5.60655737704918,13.830508474576272,0
406,4,Kolkata,Chennai Super Kings,bat,119,Kolkata Knight Riders,116,4,8,4,6.214285714285714,3.0,1
135,3,Durban,Mumbai Indians,bat,119,Kings XI Punjab,84,36,27,6,5.419354838709677,8.0,0
493,3,Hyderabad,Mumbai Indians,bat,157,Sunrisers Hyderabad,82,76,51,9,7.130434782608695,8.941176470588236,1
494,1,Ranchi,Chennai Super Kings,bat,148,Rajasthan Royals,48,101,83,8,7.783783783783784,7.301204819277109,1
501,1,Ahmedabad,Rajasthan Royals,bat,178,Mumbai Indians,63,116,71,6,7.714285714285714,9.80281690140845,0
11314,5,Chennai,Chennai Super Kings,field,114,Kolkata Knight Riders,106,9,19,7,6.297029702970297,2.8421052631578947,1
319,4,Mumbai,Rajasthan Royals,field,197,Mumbai Indians,127,71,38,7,9.292682926829269,11.210526315789474,0
534,3,Bangalore,Royal Challengers Bangalore,field,209,Mumbai Indians,4,206,111,10,2.6666666666666665,11.135135135135135,0
84,4,Bangalore,Kings XI Punjab,field,126,Royal Challengers Bangalore,91,36,50,7,7.8,4.32,1
193,6,Chandigarh,Kings XI Punjab,field,183,Rajasthan Royals,112,72,48,7,9.333333333333334,9.0,0
11330,4,Bengaluru,Chennai Super Kings,field,165,Royal Challengers Bangalore,73,93,56,6,6.84375,9.964285714285714,0
454,1,Delhi,Mumbai Indians,bat,192,Chennai Super Kings,87,106,71,9,10.653061224489797,8.95774647887324,0
280,5,Bangalore,Kings XI Punjab,field,205,Royal Challengers Bangalore,69,137,49,3,5.830985915492958,16.775510204081634,0
11320,1,Kolkata,Chennai Super Kings,field,170,Kolkata Knight Riders,4,167,119,10,24.0,8.420168067226891,1
192,5,Bangalore,Chennai Super Kings,field,171,Royal Challengers Bangalore,107,65,25,5,6.757894736842105,15.6,0
11413,2,Visakhapatnam,Delhi Capitals,field,171,Sunrisers Hyderabad,27,145,100,10,8.1,8.7,1
474,1,Sharjah,Chennai Super Kings,bat,145,Sunrisers Hyderabad,132,14,17,6,7.689320388349515,4.9411764705882355,1
201,6,Mumbai,Mumbai Indians,field,163,Kings XI Punjab,105,59,36,7,7.5,9.833333333333334,1
11137,4,Chennai,Chennai Super Kings,field,74,Royal Challengers Bangalore,24,51,80,9,3.6,3.825,1
496,2,Hyderabad,Kings XI Punjab,field,205,Sunrisers Hyderabad,30,176,106,9,12.857142857142858,9.962264150943396,1
570,5,Mumbai,Kolkata Knight Riders,bat,199,Rajasthan Royals,21,179,103,9,7.411764705882353,10.427184466019417,0
84,1,Bangalore,Kings XI Punjab,field,126,Royal Challengers Bangalore,53,74,83,9,8.594594594594595,5.349397590361446,1
457,6,Kolkata,Chennai Super Kings,bat,148,Mumbai Indians,99,50,12,1,5.5,25.0,0
251,3,Kolkata,Kolkata Knight Riders,field,81,Rajasthan Royals,39,43,69,8,4.588235294117647,3.739130434782609,1
153,6,Port Elizabeth,Royal Challengers Bangalore,bat,157,Mumbai Indians,85,73,42,5,6.538461538461538,10.428571428571429,0
248,5,Chennai,Royal Challengers Bangalore,bat,183,Chennai Super Kings,73,111,55,6,6.7384615384615385,12.10909090909091,0
608,5,Kolkata,Kings XI Punjab,field,164,Kolkata Knight Riders,92,73,49,6,7.774647887323944,8.938775510204081,0
377,1,Jaipur,Mumbai Indians,bat,162,Rajasthan Royals,21,142,101,10,6.631578947368421,8.435643564356436,1
398,3,Jaipur,Rajasthan Royals,field,124,Kings XI Punjab,74,51,51,7,6.434782608695652,6.0,1
11320,1,Kolkata,Chennai Super Kings,field,170,Kolkata Knight Riders,62,109,65,7,6.763636363636364,10.061538461538461,1
326,5,Bangalore,Royal Challengers Bangalore,bat,195,Rajasthan Royals,7,189,115,10,8.4,9.860869565217392,0
11331,3,Jaipur,Delhi Capitals,field,196,Rajasthan Royals,79,118,63,8,8.31578947368421,11.238095238095237,1
83,2,Jaipur,Rajasthan Royals,bat,109,Chennai Super Kings,90,20,52,9,7.9411764705882355,2.3076923076923075,1
